___February_2026_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
  54  15  -73.00  -61.00        0.3454
  55  15  -71.00  -61.00        0.3839
  56  15  -69.00  -61.00        0.3839
  57  15  -67.00  -61.00        0.4440
  58  15  -65.00  -61.00        0.4641
  59  15  -63.00  -61.00        0.5755
  60  15  -61.00  -61.00        0.6869
  61  15  -59.00  -61.00        0.6894
  62  15  -57.00  -61.00        0.6968
  63  15  -55.00  -61.00        0.6968
  64  15  -53.00  -61.00        0.5457
  65  15  -51.00  -61.00        0.5457
  66  15  -49.00  -61.00        0.6464
  67  15  -47.00  -61.00        0.6800
  68  15  -45.00  -61.00        0.5634
  69  15  -43.00  -61.00        0.4468
  70  15  -41.00  -61.00        0.4447
  71  15  -39.00  -61.00        0.4383
  72  15  -37.00  -61.00        0.4383
  73  15  -35.00  -61.00        0.3850
  74  15  -33.00  -61.00        0.3850
  75  15  -31.00  -61.00        0.3377
  76  15  -29.00  -61.00        0.3219
  77  15  -27.00  -61.00        0.2924
  78  15  -25.00  -61.00        0.2629
  79  15  -23.00  -61.00        0.2370
  80  15  -21.00  -61.00        0.1594
  81  15  -19.00  -61.00        0.1594
  82  15  -17.00  -61.00        0.1650
  83  15  -15.00  -61.00        0.1650
  84  15  -13.00  -61.00        0.2314
  85  15  -11.00  -61.00        0.2535
  86  15   -9.00  -61.00        0.2689
  87  15   -7.00  -61.00        0.2843
  88  15   -5.00  -61.00        0.2775
  89  15   -3.00  -61.00        0.2572
  90  15   -1.00  -61.00        0.2572
  91  15    1.00  -61.00        0.2919
  92  15    3.00  -61.00        0.2919
  93  15    5.00  -61.00        0.3156
  94  15    7.00  -61.00        0.3235
  95  15    9.00  -61.00        0.3110
  96  15   11.00  -61.00        0.2984
  97  15   13.00  -61.00        0.2933
  98  15   15.00  -61.00        0.2780
  99  15   17.00  -61.00        0.2780
 100  15   19.00  -61.00        0.2496
 101  15   21.00  -61.00        0.2496
 102  15   23.00  -61.00        0.2157
 103  15   25.00  -61.00        0.2044
 104  15   27.00  -61.00        0.1836
 105  15   29.00  -61.00        0.1628
 106  15   31.00  -61.00        0.1555
 107  15   33.00  -61.00        0.1336
 108  15   35.00  -61.00        0.1336
 109  15   37.00  -61.00        0.1314
 110  15   39.00  -61.00        0.1314
 111  15   41.00  -61.00        0.1386
 112  15   43.00  -61.00        0.1410
 113  15   45.00  -61.00        0.1490
 114  15   47.00  -61.00        0.1570
 115  15   49.00  -61.00        0.1708
 116  15   51.00  -61.00        0.2120
 117  15   53.00  -61.00        0.2120
 118  15   55.00  -61.00        0.2675
 119  15   57.00  -61.00        0.2675
 120  15   59.00  -61.00        0.2755
 121  15   61.00  -61.00        0.2781
 122  15   63.00  -61.00        0.2259
 123  15   65.00  -61.00        0.1737
 124  15   67.00  -61.00       -0.0520
 125  15   69.00  -61.00       -0.7292
 126  15   71.00  -61.00       -0.7292
 127  15   73.00  -61.00        0.3254
 128  15   75.00  -61.00        0.3254
 129  15   77.00  -61.00        0.3425
 130  15   79.00  -61.00        0.3482
 131  15   81.00  -61.00        0.3832
 132  15   83.00  -61.00        0.4181
 133  15   85.00  -61.00        0.4272
 134  15   87.00  -61.00        0.4545
 135  15   89.00  -61.00        0.4545
 136  15   91.00  -61.00        0.5050
 137  15   93.00  -61.00        0.5050
 138  15   95.00  -61.00        0.5265
 139  15   97.00  -61.00        0.5337
 140  15   99.00  -61.00        0.5113
 141  15  101.00  -61.00        0.4888
 142  15  103.00  -61.00        0.4835
 143  15  105.00  -61.00        0.4673
 144  15  107.00  -61.00        0.4673
 145  15  109.00  -61.00        0.5167
 146  15  111.00  -61.00        0.5167
 147  15  113.00  -61.00        0.5674
 148  15  115.00  -61.00        0.5843
 149  15  117.00  -61.00        0.6483
 150  15  119.00  -61.00        0.7123
 151  15  121.00  -61.00        0.7168
 152  15  123.00  -61.00        0.7305
 153  15  125.00  -61.00        0.7305
 154  15  127.00  -61.00        0.8004
 155  15  129.00  -61.00        0.8004
 156  15  131.00  -61.00        0.8228
 157  15  133.00  -61.00        0.8303
 158  15  135.00  -61.00        0.8702
 159  15  137.00  -61.00        0.9101
 160  15  139.00  -61.00        0.9100
 161  15  141.00  -61.00        0.9096
 162  15  143.00  -61.00        0.9096
 163  15  145.00  -61.00        0.7959
 164  15  147.00  -61.00        0.7959
 165  15  149.00  -61.00        0.6205
 166  15  151.00  -61.00        0.5620
 167  15  153.00  -61.00        0.5114
 168  15  155.00  -61.00        0.4609
 169  15  157.00  -61.00        0.4672
 170  15  159.00  -61.00        0.4861
 171  15  161.00  -61.00        0.4861
 172  15  163.00  -61.00        0.4364
 173  15  165.00  -61.00        0.4364
 174  15  167.00  -61.00        0.4465
 175  15  169.00  -61.00        0.4498
 176  15  171.00  -61.00        0.5129
 177  15  173.00  -61.00        0.5760
 178  15  175.00  -61.00        0.6155
 179  15  177.00  -61.00        0.7343
 180  15  179.00  -61.00        0.7343
   1  16 -179.00  -59.00        0.7709
   2  16 -177.00  -59.00        0.7709
   3  16 -175.00  -59.00        0.7648
   4  16 -173.00  -59.00        0.7628
   5  16 -171.00  -59.00        0.7446
   6  16 -169.00  -59.00        0.7263
   7  16 -167.00  -59.00        0.7077
   8  16 -165.00  -59.00        0.6518
   9  16 -163.00  -59.00        0.6518
  10  16 -161.00  -59.00        0.5079
  11  16 -159.00  -59.00        0.5079
  12  16 -157.00  -59.00        0.4778
  13  16 -155.00  -59.00        0.4678
  14  16 -153.00  -59.00        0.4911
  15  16 -151.00  -59.00        0.5144
  16  16 -149.00  -59.00        0.5235
  17  16 -147.00  -59.00        0.5507
  18  16 -145.00  -59.00        0.5507
  19  16 -143.00  -59.00        0.4585
  20  16 -141.00  -59.00        0.4585
  21  16 -139.00  -59.00        0.4101
  22  16 -137.00  -59.00        0.3940
  23  16 -135.00  -59.00        0.4076
  24  16 -133.00  -59.00        0.4213
  25  16 -131.00  -59.00        0.3916
  26  16 -129.00  -59.00        0.3024
  27  16 -127.00  -59.00        0.3024
  28  16 -125.00  -59.00        0.2389
  29  16 -123.00  -59.00        0.2389
  30  16 -121.00  -59.00        0.2944
  31  16 -119.00  -59.00        0.3129
  32  16 -117.00  -59.00        0.3682
  33  16 -115.00  -59.00        0.4234
  34  16 -113.00  -59.00        0.4372
  35  16 -111.00  -59.00        0.4784
  36  16 -109.00  -59.00        0.4784
  37  16 -107.00  -59.00        0.4516
  38  16 -105.00  -59.00        0.4516
  39  16 -103.00  -59.00        0.4709
  40  16 -101.00  -59.00        0.4773
  41  16  -99.00  -59.00        0.4891
  42  16  -97.00  -59.00        0.5008
  43  16  -95.00  -59.00        0.4975
  44  16  -93.00  -59.00        0.4876
  45  16  -91.00  -59.00        0.4876
  46  16  -89.00  -59.00        0.3573
  47  16  -87.00  -59.00        0.3573
  48  16  -85.00  -59.00        0.2997
  49  16  -83.00  -59.00        0.2804
  50  16  -81.00  -59.00        0.2862
  51  16  -79.00  -59.00        0.2919
  52  16  -77.00  -59.00        0.2931
  53  16  -75.00  -59.00        0.2967
  54  16  -73.00  -59.00        0.2967
  55  16  -71.00  -59.00        0.3662
  56  16  -69.00  -59.00        0.3662
  57  16  -67.00  -59.00        0.4328
  58  16  -65.00  -59.00        0.4550
  59  16  -63.00  -59.00        0.5344
  60  16  -61.00  -59.00        0.6138
  61  16  -59.00  -59.00        0.6319
  62  16  -57.00  -59.00        0.6863
  63  16  -55.00  -59.00        0.6863
  64  16  -53.00  -59.00        0.5914
  65  16  -51.00  -59.00        0.5914
  66  16  -49.00  -59.00        0.6414
  67  16  -47.00  -59.00        0.6581
  68  16  -45.00  -59.00        0.6252
  69  16  -43.00  -59.00        0.5923
  70  16  -41.00  -59.00        0.5918
  71  16  -39.00  -59.00        0.5901
  72  16  -37.00  -59.00        0.5901
  73  16  -35.00  -59.00        0.5410
  74  16  -33.00  -59.00        0.5410
  75  16  -31.00  -59.00        0.4618
  76  16  -29.00  -59.00        0.4353
  77  16  -27.00  -59.00        0.4009
  78  16  -25.00  -59.00        0.3665
  79  16  -23.00  -59.00        0.3437
  80  16  -21.00  -59.00        0.2751
  81  16  -19.00  -59.00        0.2751
  82  16  -17.00  -59.00        0.2714
  83  16  -15.00  -59.00        0.2714
  84  16  -13.00  -59.00        0.3083
  85  16  -11.00  -59.00        0.3206
  86  16   -9.00  -59.00        0.3441
  87  16   -7.00  -59.00        0.3676
  88  16   -5.00  -59.00        0.3631
  89  16   -3.00  -59.00        0.3496
  90  16   -1.00  -59.00        0.3496
  91  16    1.00  -59.00        0.3968
  92  16    3.00  -59.00        0.3968
  93  16    5.00  -59.00        0.4209
  94  16    7.00  -59.00        0.4289
  95  16    9.00  -59.00        0.4320
  96  16   11.00  -59.00        0.4351
  97  16   13.00  -59.00        0.4309
  98  16   15.00  -59.00        0.4184
  99  16   17.00  -59.00        0.4184
 100  16   19.00  -59.00        0.3733
 101  16   21.00  -59.00        0.3733
 102  16   23.00  -59.00        0.3116
 103  16   25.00  -59.00        0.2911
 104  16   27.00  -59.00        0.2554
 105  16   29.00  -59.00        0.2198
 106  16   31.00  -59.00        0.2058
 107  16   33.00  -59.00        0.1636
 108  16   35.00  -59.00        0.1636
 109  16   37.00  -59.00        0.1376
 110  16   39.00  -59.00        0.1376
 111  16   41.00  -59.00        0.1385
 112  16   43.00  -59.00        0.1389
 113  16   45.00  -59.00        0.1468
 114  16   47.00  -59.00        0.1547
 115  16   49.00  -59.00        0.1687
 116  16   51.00  -59.00        0.2106
 117  16   53.00  -59.00        0.2106
 118  16   55.00  -59.00        0.2729
 119  16   57.00  -59.00        0.2729
 120  16   59.00  -59.00        0.2933
 121  16   61.00  -59.00        0.3001
 122  16   63.00  -59.00        0.2730
 123  16   65.00  -59.00        0.2459
 124  16   67.00  -59.00        0.1472
 125  16   69.00  -59.00       -0.1489
 126  16   71.00  -59.00       -0.1489
 127  16   73.00  -59.00        0.3511
 128  16   75.00  -59.00        0.3511
 129  16   77.00  -59.00        0.3763
 130  16   79.00  -59.00        0.3848
 131  16   81.00  -59.00        0.3681
 132  16   83.00  -59.00        0.3514
 133  16   85.00  -59.00        0.3844
 134  16   87.00  -59.00        0.4834
 135  16   89.00  -59.00        0.4834
 136  16   91.00  -59.00        0.5435
 137  16   93.00  -59.00        0.5435
 138  16   95.00  -59.00        0.5947
 139  16   97.00  -59.00        0.6117
 140  16   99.00  -59.00        0.5974
 141  16  101.00  -59.00        0.5830
 142  16  103.00  -59.00        0.5705
 143  16  105.00  -59.00        0.5331
 144  16  107.00  -59.00        0.5331
 145  16  109.00  -59.00        0.5592
 146  16  111.00  -59.00        0.5592
 147  16  113.00  -59.00        0.6094
 148  16  115.00  -59.00        0.6261
 149  16  117.00  -59.00        0.6686
 150  16  119.00  -59.00        0.7110
 151  16  121.00  -59.00        0.7131
 152  16  123.00  -59.00        0.7194
 153  16  125.00  -59.00        0.7194
 154  16  127.00  -59.00        0.7628
 155  16  129.00  -59.00        0.7628
 156  16  131.00  -59.00        0.8045
 157  16  133.00  -59.00        0.8184
 158  16  135.00  -59.00        0.8930
 159  16  137.00  -59.00        0.9676
 160  16  139.00  -59.00        0.9822
 161  16  141.00  -59.00        1.0260
 162  16  143.00  -59.00        1.0260
 163  16  145.00  -59.00        0.9224
 164  16  147.00  -59.00        0.9224
 165  16  149.00  -59.00        0.7592
 166  16  151.00  -59.00        0.7048
 167  16  153.00  -59.00        0.6527
 168  16  155.00  -59.00        0.6006
 169  16  157.00  -59.00        0.5977
 170  16  159.00  -59.00        0.5892
 171  16  161.00  -59.00        0.5892
 172  16  163.00  -59.00        0.4707
 173  16  165.00  -59.00        0.4707
 174  16  167.00  -59.00        0.4464
 175  16  169.00  -59.00        0.4384
 176  16  171.00  -59.00        0.5008
 177  16  173.00  -59.00        0.5633
 178  16  175.00  -59.00        0.6022
 179  16  177.00  -59.00        0.7190
 180  16  179.00  -59.00        0.7190
   1  17 -179.00  -57.00        0.6915
   2  17 -177.00  -57.00        0.6915
   3  17 -175.00  -57.00        0.7000
   4  17 -173.00  -57.00        0.7028
   5  17 -171.00  -57.00        0.7115
   6  17 -169.00  -57.00        0.7201
   7  17 -167.00  -57.00        0.7126
   8  17 -165.00  -57.00        0.6900
   9  17 -163.00  -57.00        0.6900
  10  17 -161.00  -57.00        0.5853
  11  17 -159.00  -57.00        0.5853
  12  17 -157.00  -57.00        0.5538
  13  17 -155.00  -57.00        0.5433
  14  17 -153.00  -57.00        0.5641
  15  17 -151.00  -57.00        0.5849
  16  17 -149.00  -57.00        0.5821
  17  17 -147.00  -57.00        0.5736
  18  17 -145.00  -57.00        0.5736
  19  17 -143.00  -57.00        0.4370
  20  17 -141.00  -57.00        0.4370
  21  17 -139.00  -57.00        0.4002
  22  17 -137.00  -57.00        0.3879
  23  17 -135.00  -57.00        0.4240
  24  17 -133.00  -57.00        0.4602
  25  17 -131.00  -57.00        0.4249
  26  17 -129.00  -57.00        0.3191
  27  17 -127.00  -57.00        0.3191
  28  17 -125.00  -57.00        0.2228
  29  17 -123.00  -57.00        0.2228
  30  17 -121.00  -57.00        0.3036
  31  17 -119.00  -57.00        0.3306
  32  17 -117.00  -57.00        0.4018
  33  17 -115.00  -57.00        0.4730
  34  17 -113.00  -57.00        0.4867
  35  17 -111.00  -57.00        0.5277
  36  17 -109.00  -57.00        0.5277
  37  17 -107.00  -57.00        0.5317
  38  17 -105.00  -57.00        0.5317
  39  17 -103.00  -57.00        0.5467
  40  17 -101.00  -57.00        0.5517
  41  17  -99.00  -57.00        0.5504
  42  17  -97.00  -57.00        0.5491
  43  17  -95.00  -57.00        0.5275
  44  17  -93.00  -57.00        0.4629
  45  17  -91.00  -57.00        0.4629
  46  17  -89.00  -57.00        0.3347
  47  17  -87.00  -57.00        0.3347
  48  17  -85.00  -57.00        0.3045
  49  17  -83.00  -57.00        0.2944
  50  17  -81.00  -57.00        0.3014
  51  17  -79.00  -57.00        0.3084
  52  17  -77.00  -57.00        0.3074
  53  17  -75.00  -57.00        0.3042
  54  17  -73.00  -57.00        0.3042
  55  17  -71.00  -57.00        0.4235
  56  17  -69.00  -57.00        0.4235
  57  17  -67.00  -57.00        0.4416
  58  17  -65.00  -57.00        0.4476
  59  17  -63.00  -57.00        0.5031
  60  17  -61.00  -57.00        0.5587
  61  17  -59.00  -57.00        0.5866
  62  17  -57.00  -57.00        0.6703
  63  17  -55.00  -57.00        0.6703
  64  17  -53.00  -57.00        0.6364
  65  17  -51.00  -57.00        0.6364
  66  17  -49.00  -57.00        0.6715
  67  17  -47.00  -57.00        0.6832
  68  17  -45.00  -57.00        0.7304
  69  17  -43.00  -57.00        0.7776
  70  17  -41.00  -57.00        0.7738
  71  17  -39.00  -57.00        0.7625
  72  17  -37.00  -57.00        0.7625
  73  17  -35.00  -57.00        0.6782
  74  17  -33.00  -57.00        0.6782
  75  17  -31.00  -57.00        0.5993
  76  17  -29.00  -57.00        0.5730
  77  17  -27.00  -57.00        0.5488
  78  17  -25.00  -57.00        0.5246
  79  17  -23.00  -57.00        0.5062
  80  17  -21.00  -57.00        0.4510
  81  17  -19.00  -57.00        0.4510
  82  17  -17.00  -57.00        0.4440
  83  17  -15.00  -57.00        0.4440
  84  17  -13.00  -57.00        0.4334
  85  17  -11.00  -57.00        0.4299
  86  17   -9.00  -57.00        0.4345
  87  17   -7.00  -57.00        0.4391
  88  17   -5.00  -57.00        0.4369
  89  17   -3.00  -57.00        0.4300
  90  17   -1.00  -57.00        0.4300
  91  17    1.00  -57.00        0.4821
  92  17    3.00  -57.00        0.4821
  93  17    5.00  -57.00        0.5095
  94  17    7.00  -57.00        0.5187
  95  17    9.00  -57.00        0.5383
  96  17   11.00  -57.00        0.5579
  97  17   13.00  -57.00        0.5547
  98  17   15.00  -57.00        0.5450
  99  17   17.00  -57.00        0.5450
 100  17   19.00  -57.00        0.4937
 101  17   21.00  -57.00        0.4937
 102  17   23.00  -57.00        0.4198
 103  17   25.00  -57.00        0.3952
 104  17   27.00  -57.00        0.3562
 105  17   29.00  -57.00        0.3172
 106  17   31.00  -57.00        0.3036
 107  17   33.00  -57.00        0.2627
 108  17   35.00  -57.00        0.2627
 109  17   37.00  -57.00        0.2066
 110  17   39.00  -57.00        0.2066
 111  17   41.00  -57.00        0.1848
 112  17   43.00  -57.00        0.1776
 113  17   45.00  -57.00        0.1792
 114  17   47.00  -57.00        0.1809
 115  17   49.00  -57.00        0.1970
 116  17   51.00  -57.00        0.2451
 117  17   53.00  -57.00        0.2451
 118  17   55.00  -57.00        0.3373
 119  17   57.00  -57.00        0.3373
 120  17   59.00  -57.00        0.3705
 121  17   61.00  -57.00        0.3815
 122  17   63.00  -57.00        0.3644
 123  17   65.00  -57.00        0.3474
 124  17   67.00  -57.00        0.3294
 125  17   69.00  -57.00        0.2755
 126  17   71.00  -57.00        0.2755
 127  17   73.00  -57.00        0.3857
 128  17   75.00  -57.00        0.3857
 129  17   77.00  -57.00        0.4167
 130  17   79.00  -57.00        0.4270
 131  17   81.00  -57.00        0.4179
 132  17   83.00  -57.00        0.4087
 133  17   85.00  -57.00        0.4304
 134  17   87.00  -57.00        0.4953
 135  17   89.00  -57.00        0.4953
 136  17   91.00  -57.00        0.5497
 137  17   93.00  -57.00        0.5497
 138  17   95.00  -57.00        0.6136
 139  17   97.00  -57.00        0.6349
