iso3,sea_level_exposure_pop_below_5m_pct,flood_deaths_latest,drought_deaths_latest,wildfire_deaths_latest,heat_deaths_latest,cereal_yield_anomaly_pct_latest,water_stress_pct_latest,freshwater_resources_per_capita_m3_latest,pm25_ug_m3_latest,air_pollution_death_rate_per_100k_latest,nd_gain_readiness_latest,coal_share_latest_pct
EAP,7.32979907566895,,,,,14.195839778930864,,4117.5862010324,30.4014002906163,104.758497712364,,
EAR,3.37579230464872,,,,,23.78785550987802,,3496.02778118258,37.4158024833557,126.808580206607,,
EAS,7.4059993997772,,,,,15.551645795189886,,4305.82526883167,28.8821749080435,96.342990849924,,
ECA,1.23082362187868,,,,,19.300414883247452,,2666.08458896902,22.0657131353575,86.3107520653828,,
ECS,2.98658324637441,,,,,17.34357600211052,,7674.68045330537,14.3043466162976,44.7209694970376,,
ECU,7.21542013422517,6.0,0.0,5.0,,35.82902677741391,6.782352941,24820.6102178441,16.6570210758922,28.1,0.333845756550143,0.0
EGY,16.3449056045819,3.0,,,110.0,2.8498303829531157,141.1657559,8.8795554894522,54.8587056496436,105.6,0.350966487347935,0.0
EMU,5.38929804054295,,,,,0.37530806718714416,,3005.77264246192,11.0040291952193,13.9946070960159,,
ERI,15.4855376134057,0.0,0.0,,,12.654701879341342,11.17511521,821.247551289109,32.3515206386852,237.4,0.213409394367865,0.0
ESH,,,,,,,,,,,,0.0
ESP,3.99842632128181,232.0,0.0,0.0,6743.0,-34.53551259449606,43.25403923,2327.03642577919,9.58105460690675,10.1,0.524970122070025,0.3187803
EST,2.61109485088201,,,,85.0,19.076931136548183,13.04628519,9422.91153880371,6.14573290973003,12.8,0.613021653007678,0.0
ETH,0.0,5.0,0.0,0.0,,58.5385094457131,32.25718654,973.008683296975,27.3053276470482,142.5,0.29283154035766,0.0
EUU,4.61317747949968,,,,,5.924407083113269,,3040.54645040102,11.8363007509251,20.2426533467097,,
FCS,2.11232085980151,,,,,14.567505565239552,,4827.78317043762,38.1474819052194,167.436755454096,,
FIN,4.55613658391432,0.0,,,152.0,-5.478560293286282,7.11406213,19258.0919082537,4.89518090216668,7.4,0.74559470298101,0.19672936
FJI,18.2646769725551,15.0,0.0,,,48.97327319924011,0.29737303,31052.1175260109,12.4187981716598,118.7,0.477107973077222,0.0
FLK,,,,,,,,,,,,0.0
FRA,2.08138306935594,2.0,0.0,0.0,2451.0,3.305667751702828,21.38462716,2933.21980990477,9.60038144780495,10.0,0.649031394826828,0.30617094
FRO,2.67390517589443,,,,,,,,,,,0.0
